循环次数,Time,Voltage,剩余寿命(RUL)
300,1862.97,3.971,808
301,1861.06,3.971,807
302,1855.62,3.977,806
304,1908.96,3.967,804
305,1912.86,3.971,803
306,1910.78,3.972,802
307,1908.13,3.972,801
308,1896.0,3.972,800
309,1902.08,3.972,799
310,1898.43,3.972,798
311,1896.07,3.972,797
312,1892.16,3.972,796
313,1901.09,3.974,795
314,1888.96,3.973,794
315,1883.59,3.972,793
316,1881.83,3.972,792
317,1878.95,3.972,791
318,1876.47,3.972,790
319,1873.83,3.972,789
320,1872.83,3.972,788
321,1869.89,3.972,787
322,1867.56,3.972,786
323,1866.23,3.971,785
324,1863.84,3.971,784
325,1860.98,3.971,783
326,1857.06,3.97,782
327,1850.31,3.975,781
328,1854.38,3.965,780
329,1859.09,3.969,779
330,1858.69,3.97,778
331,1856.22,3.97,777
332,1853.0,3.97,776
333,1850.34,3.969,775
334,1848.22,3.969,774
335,1846.12,3.969,773
336,1843.81,3.969,772
337,1841.66,3.969,771
338,1839.88,3.969,770
339,1837.72,3.968,769
340,1835.88,3.968,768
341,1833.81,3.968,767
342,1831.38,3.968,766
343,1829.38,3.968,765
344,1827.03,3.968,764
345,1825.66,3.968,763
346,1824.03,3.967,762
347,1822.09,3.967,761
348,1820.28,3.967,760
349,1818.66,3.966,759
350,1814.56,3.966,758
351,1804.56,3.969,757
352,1824.1,3.958,756
353,1825.76,3.962,755
354,1823.23,3.963,754
355,1819.07,3.963,753
356,1815.52,3.963,752
357,1813.54,3.963,751
358,1810.37,3.963,750
359,1808.32,3.963,749
360,1805.02,3.963,748
361,1802.62,3.963,747
362,1801.21,3.963,746
363,1798.53,3.963,745
364,1428.0,3.963,744
382,1772.09,3.959,726
383,1769.95,3.959,725
384,1768.42,3.959,724
385,1766.78,3.959,723
386,1765.12,3.959,722
387,1762.92,3.958,721
388,1760.97,3.959,720
389,1759.06,3.958,719
390,1757.83,3.958,718
391,1752.0,3.958,717
392,1754.91,3.959,716
393,1753.62,3.958,715
394,1752.66,3.958,714
395,1751.28,3.957,713
396,1748.78,3.957,712
397,1746.16,3.956,711
398,1732.47,3.958,710
399,195323.46,4.261,709
400,1781.92,3.947,708
401,1786.72,3.952,707
402,1787.04,3.953,706
403,1785.15,3.953,705
404,1782.27,3.954,704
405,1779.13,3.954,703
406,1775.01,3.953,702
407,1769.18,3.953,701
408,1769.12,3.954,700
409,1765.82,3.954,699
410,1762.4,3.954,698
411,1759.78,3.954,697
412,1757.77,3.953,696
413,1754.22,3.953,695
414,1751.72,3.953,694
415,1748.41,3.953,693
416,1746.92,3.952,692
417,1743.92,3.952,691
418,1740.33,3.951,690
419,1737.62,3.951,689
420,1734.53,3.951,688
421,1732.38,3.951,687
422,1729.53,3.951,686
423,1716.66,3.952,685
424,1725.44,3.944,684
425,1732.84,3.949,683
426,1732.5,3.95,682
429,1729.98,3.948,679
430,1728.58,3.95,678
431,1726.37,3.951,677
432,1723.59,3.951,676
433,1720.96,3.951,675
434,1719.07,3.951,674
435,1717.18,3.951,673
436,1714.72,3.95,672
437,1712.83,3.951,671
438,1712.32,3.95,670
439,1710.2,3.949,669
440,1708.06,3.95,668
441,1705.51,3.949,667
442,1702.42,3.949,666
443,1700.8,3.949,665
444,1698.8,3.949,664
445,1697.72,3.948,663
446,1694.75,3.948,662
447,1692.55,3.948,661
448,1691.3,3.947,660
449,1674.42,3.946,659
450,1715.36,3.941,658
451,1717.51,3.945,657
452,1713.95,3.945,656
453,1710.62,3.945,655
454,1707.93,3.945,654
455,1704.67,3.945,653
456,1700.22,3.945,652
457,1697.06,3.945,651
458,1693.28,3.944,650
459,1691.55,3.944,649
460,1689.02,3.944,648
461,1686.91,3.944,647
462,1684.54,3.944,646
463,1681.31,3.944,645
464,1679.69,3.944,644
465,1728.48,3.945,643
466,1720.55,3.942,642
467,1713.02,3.94,641
468,1660.86,3.938,640
469,1659.72,3.94,639
470,1660.38,3.941,638
471,1656.83,3.941,637
472,1653.62,3.94,636
475,1625.38,3.935,633
476,1626.72,3.936,632
477,1625.69,3.936,631
478,1624.67,3.936,630
479,1622.91,3.936,629
480,1620.77,3.936,628
481,1618.37,3.935,627
482,1615.97,3.936,626
483,1613.92,3.935,625
484,1612.12,3.934,624
485,1610.53,3.934,623
486,1608.64,3.934,622
487,1606.59,3.933,621
488,1605.22,3.934,620
489,1603.05,3.933,619
490,1601.25,3.933,618
491,1599.39,3.933,617
492,1596.76,3.932,616
493,1595.45,3.932,615
494,1595.11,3.932,614
495,1594.48,3.932,613
496,1592.42,3.931,612
497,1571.39,3.928,611
498,193552.48,4.255,610
499,1622.37,3.921,609
500,1631.84,3.927,608
501,1633.38,3.93,607
502,1631.97,3.93,606
503,1629.98,3.93,605
504,1628.67,3.931,604
505,1624.9,3.931,603
506,1621.8,3.93,602
507,1620.16,3.931,601
508,1616.48,3.931,600
509,1613.69,3.931,599
510,1611.23,3.931,598
511,1608.0,3.931,597
512,1606.38,3.93,596
513,1604.12,3.929,595
514,1600.99,3.929,594
515,1597.84,3.93,593
516,1650.84,3.931,592
517,1641.83,3.928,591
518,1637.02,3.926,590
519,1634.02,3.926,589
520,1631.72,3.925,588
521,1629.76,3.926,587
522,1593.31,3.91,586
523,1608.38,3.908,585
524,1619.12,3.916,584
525,1630.69,3.924,583
526,1632.84,3.926,582
527,1632.59,3.925,581
528,1631.66,3.923,580
529,1628.91,3.923,579
530,1624.72,3.923,578
531,1619.78,3.922,577
532,1616.09,3.923,576
533,1614.12,3.923,575
534,1611.97,3.923,574
535,1610.59,3.923,573
536,1609.47,3.923,572
537,1607.94,3.923,571
538,1606.59,3.922,570
539,1605.38,3.922,569
540,1603.78,3.922,568
541,1602.5,3.922,567
542,1601.22,3.921,566
543,1599.28,3.92,565
544,1597.38,3.919,564
545,1595.94,3.918,563
546,1560.38,3.906,562
547,1573.31,3.903,561
548,1583.19,3.909,560
550,1593.81,3.917,558
551,1591.38,3.916,557
552,1589.44,3.916,556
553,1587.25,3.915,555
554,1587.25,3.917,554
555,1583.0,3.915,553
556,1587.38,3.916,552
557,1587.56,3.915,551
558,1585.62,3.915,550
559,1580.88,3.915,549
560,1576.5,3.914,548
561,1574.88,3.913,547
562,1573.19,3.914,546
563,1572.0,3.915,545
564,1571.38,3.916,544
565,1570.88,3.916,543
566,1570.5,3.916,542
567,1570.38,3.916,541
568,1569.0,3.916,540
569,1566.88,3.915,539
570,1539.88,3.9,538
571,1553.06,3.901,537
572,1559.44,3.907,536
573,1563.94,3.91,535
574,1569.94,3.913,534
575,1572.0,3.913,533
576,1564.88,3.911,532
577,1563.19,3.91,531
578,1560.12,3.909,530
579,1564.81,3.909,529
580,1556.56,3.909,528
581,1553.69,3.909,527
582,1555.31,3.91,526
583,1553.69,3.911,525
584,1553.12,3.911,524
585,1553.38,3.911,523
586,1553.38,3.911,522
587,1553.19,3.909,521
588,1552.56,3.908,520
589,1550.0,3.908,519
590,1547.06,3.908,518
591,1542.75,3.908,517
592,1540.38,3.908,516
593,1539.25,3.908,515
594,1518.88,3.9,514
595,188502.37,4.246,513
596,1543.52,3.884,512
597,1562.53,3.898,511
598,1569.5,3.903,510
599,1572.04,3.905,509
600,1572.86,3.906,508
601,1572.96,3.906,507
602,1572.23,3.907,506
603,1571.27,3.907,505
604,1570.14,3.907,504
605,1567.62,3.907,503
606,1565.38,3.906,502
607,1563.16,3.906,501
608,1561.66,3.906,500
609,1560.61,3.906,499
610,1559.11,3.905,498
611,1557.64,3.905,497
612,1556.42,3.905,496
613,1555.06,3.904,495
614,1553.55,3.904,494
615,1551.02,3.904,493
616,1548.78,3.903,492
617,1546.66,3.903,491
618,1544.86,3.903,490
619,1503.53,3.883,489
620,1519.91,3.886,488
621,1532.84,3.893,487
622,1542.12,3.899,486
623,1544.47,3.902,485
624,1543.72,3.902,484
625,1541.69,3.902,483
626,1540.22,3.902,482
627,1538.31,3.902,481
628,1536.25,3.902,480
629,1534.19,3.901,479
630,1532.59,3.901,478
631,1532.0,3.9,477
632,1531.09,3.9,476
633,1529.78,3.9,475
634,1528.34,3.899,474
635,1525.97,3.899,473
636,1523.69,3.899,472
637,1521.78,3.899,471
638,1519.22,3.898,470
639,1516.84,3.898,469
640,1515.47,3.898,468
641,1514.41,3.897,467
642,1513.31,3.897,466
644,1494.05,3.886,464
645,1508.67,3.893,463
646,1509.76,3.895,462
647,1507.2,3.896,461
648,1503.93,3.896,460
649,1503.04,3.896,459
650,1501.76,3.895,458
651,1501.31,3.896,457
652,1503.39,3.898,456
653,1503.84,3.898,455
654,1502.85,3.898,454
655,1501.34,3.897,453
656,1501.15,3.897,452
657,1501.08,3.896,451
658,1499.69,3.894,450
659,1496.16,3.894,449
660,1491.27,3.894,448
661,1488.11,3.894,447
662,1487.3,3.894,446
663,1485.38,3.893,445
664,1484.28,3.894,444
665,1483.08,3.894,443
666,1481.78,3.895,442
667,1445.5,3.875,441
668,1456.38,3.877,440
669,1468.25,3.885,439
670,1471.28,3.887,438
671,1477.12,3.887,437
672,1474.53,3.888,436
673,1470.47,3.888,435
674,1473.34,3.889,434
675,1471.28,3.888,433
676,1470.44,3.888,432
677,1471.59,3.889,431
678,1471.56,3.889,430
679,1471.69,3.89,429
680,1471.16,3.89,428
681,1470.25,3.89,427
682,1468.97,3.89,426
683,1468.0,3.888,425
684,1465.94,3.887,424
685,1462.78,3.886,423
686,1458.19,3.886,422
687,1454.97,3.885,421
688,1453.72,3.886,420
689,1452.59,3.885,419
690,1451.0,3.886,418
691,1422.62,3.871,417
692,185952.23,4.239,416
693,1418.08,3.875,415
694,1432.51,3.891,414
695,1436.48,3.895,413
696,1438.46,3.897,412
697,1436.42,3.897,411
698,1433.25,3.897,410
699,1431.77,3.898,409
700,1429.45,3.898,408
701,1413.22,3.892,407
702,1405.57,3.89,406
703,1403.43,3.891,405
704,1402.84,3.891,404
705,1402.24,3.891,403
706,1400.16,3.891,402
707,1398.75,3.891,401
708,1396.58,3.891,400
709,1393.03,3.891,399
710,1391.42,3.891,398
711,1388.7,3.891,397
712,1387.73,3.891,396
713,1386.05,3.89,395
714,1384.47,3.89,394
715,1381.95,3.889,393
716,1352.84,3.875,392
717,1367.38,3.879,391
718,1381.34,3.887,390
719,1382.59,3.888,389
720,1381.5,3.888,388
721,1378.66,3.888,387
722,1376.59,3.887,386
723,1373.94,3.886,385
724,1371.19,3.885,384
725,1368.12,3.885,383
726,1367.16,3.884,382
727,1366.06,3.885,381
728,1364.88,3.885,380
729,1364.03,3.885,379
730,1362.38,3.885,378
731,1361.03,3.885,377
732,1358.88,3.885,376
733,1357.62,3.885,375
734,1353.41,3.883,374
735,1350.19,3.882,373
736,1349.34,3.882,372
737,1348.69,3.882,371
738,1349.44,3.882,370
739,1344.25,3.881,369
740,1319.09,3.869,368
741,1336.69,3.874,367
742,1344.31,3.877,366
743,1349.69,3.88,365
744,1349.25,3.88,364
745,1347.75,3.88,363
746,1345.88,3.88,362
747,1342.12,3.879,361
748,1338.94,3.878,360
749,1336.94,3.879,359
750,1335.12,3.879,358
751,1334.31,3.879,357
752,1334.44,3.879,356
753,1332.69,3.879,355
754,1330.88,3.878,354
755,1329.81,3.878,353
756,1328.31,3.877,352
757,1326.44,3.876,351
758,1322.88,3.876,350
759,1321.81,3.875,349
760,1321.94,3.875,348
761,1320.81,3.875,347
762,1320.31,3.875,346
763,1313.06,3.872,345
764,1296.19,3.864,344
765,1316.5,3.872,343
766,1315.75,3.873,342
767,1321.75,3.875,341
768,1322.88,3.876,340
769,1322.38,3.877,339
770,1320.5,3.876,338
771,1320.5,3.876,337
772,1320.31,3.877,336
773,1318.5,3.877,335
774,1315.38,3.877,334
775,1314.81,3.876,333
776,1313.06,3.877,332
777,1311.31,3.878,331
778,1310.19,3.877,330
779,1308.25,3.877,329
780,1305.75,3.876,328
781,1302.88,3.876,327
782,1302.69,3.875,326
783,1301.19,3.874,325
784,1300.0,3.874,324
785,1294.75,3.872,323
786,1289.12,3.869,322
787,1284.25,3.868,321
788,1268.75,3.858,320
789,187217.18,4.234,319
790,1284.61,3.858,318
791,1288.48,3.865,317
792,1293.28,3.867,316
793,1294.5,3.869,315
794,1295.84,3.869,314
795,1297.34,3.871,313
796,1297.02,3.872,312
797,1295.4,3.87,311
798,1294.15,3.871,310
799,1293.31,3.87,309
800,1293.24,3.871,308
801,1287.77,3.868,307
802,1285.44,3.867,306
803,1287.39,3.868,305
804,1284.58,3.868,304
805,1284.7,3.868,303
806,1286.02,3.868,302
807,1284.0,3.869,301
808,1278.84,3.868,300
809,1276.78,3.867,299
810,1273.72,3.866,298
811,1275.94,3.868,297
812,1268.19,3.865,296
813,1260.41,3.855,295
814,1270.72,3.861,294
815,1275.66,3.866,293
816,1276.0,3.866,292
817,1275.47,3.865,291
818,1275.34,3.866,290
819,1276.12,3.866,289
820,1271.69,3.866,288
821,1271.12,3.865,287
822,1269.75,3.865,286
823,1251.94,3.854,285
824,1257.44,3.861,284
825,1253.75,3.86,283
826,1252.03,3.86,282
827,1250.25,3.86,281
828,1256.66,3.862,280
829,1252.44,3.861,279
830,1253.25,3.861,278
831,1252.56,3.861,277
832,1252.88,3.862,276
833,1249.31,3.861,275
834,1251.5,3.86,274
835,1247.16,3.86,273
836,1243.41,3.859,272
837,1228.12,3.848,271
838,1246.38,3.857,270
839,1246.44,3.858,269
840,1249.06,3.861,268
841,1247.5,3.861,267
842,1246.0,3.861,266
843,1244.81,3.861,265
844,1244.56,3.861,264
845,1242.94,3.861,263
846,1242.81,3.861,262
847,1241.75,3.861,261
848,1235.94,3.858,260
849,1231.0,3.856,259
850,1229.19,3.855,258
851,1229.88,3.854,257
852,1231.94,3.856,256
853,1233.69,3.856,255
854,1231.44,3.857,254
855,1235.06,3.859,253
856,1233.06,3.86,252
857,1231.06,3.859,251
858,1229.31,3.859,250
859,1223.12,3.856,249
860,1222.88,3.856,248
861,1205.31,3.844,247
862,1221.12,3.852,246
863,1214.94,3.851,245
864,1219.0,3.854,244
865,1217.56,3.854,243
866,1215.38,3.854,242
867,1214.12,3.854,241
868,1213.88,3.853,240
869,1213.56,3.854,239
870,1210.06,3.853,238
871,1209.19,3.853,237
872,1207.12,3.852,236
873,1204.81,3.85,235
874,1203.81,3.85,234
875,1202.81,3.85,233
876,1199.56,3.848,232
877,1200.88,3.85,231
878,1199.06,3.85,230
879,1197.12,3.849,229
880,1196.44,3.85,228
881,1197.25,3.851,227
882,1190.19,3.848,226
883,1189.19,3.847,225
884,1186.88,3.847,224
885,1179.19,3.836,223
892,1198.49,3.845,216
893,1195.58,3.847,215
894,1191.46,3.846,214
895,1188.26,3.845,213
896,1186.46,3.846,212
897,1186.08,3.846,211
898,1192.06,3.849,210
899,1184.45,3.847,209
900,1185.38,3.847,208
901,1189.47,3.848,207
902,1188.61,3.849,206
903,1187.49,3.848,205
904,1185.62,3.848,204
905,1186.78,3.849,203
906,1185.23,3.849,202
907,1182.33,3.846,201
908,1180.92,3.848,200
909,1160.42,3.833,199
910,185592.55,4.224,198
911,1149.73,3.826,197
912,1158.91,3.834,196
913,1162.66,3.838,195
914,1168.26,3.839,194
915,1170.08,3.841,193
916,1172.45,3.843,192
917,1171.91,3.844,191
918,1171.36,3.844,190
919,1170.37,3.845,189
920,1170.02,3.845,188
921,1167.8,3.844,187
922,1166.11,3.843,186
923,1164.38,3.843,185
924,1163.77,3.843,184
925,1164.19,3.844,183
926,1165.59,3.843,182
927,1164.09,3.843,181
928,1162.36,3.842,180
929,1158.78,3.84,179
930,1153.28,3.839,178
931,1147.7,3.838,177
932,1142.48,3.836,176
933,1139.8,3.837,175
934,1123.97,3.822,174
935,1145.81,3.832,173
936,1147.03,3.837,172
937,1146.75,3.838,171
938,1142.06,3.838,170
939,1143.0,3.838,169
940,1141.12,3.838,168
941,1142.69,3.839,167
942,1139.03,3.838,166
943,1138.0,3.837,165
944,1139.03,3.838,164
945,1137.75,3.837,163
946,1136.53,3.837,162
947,1136.28,3.837,161
948,1135.19,3.837,160
949,1135.41,3.836,159
950,1134.91,3.837,158
951,1133.38,3.837,157
952,1134.72,3.837,156
953,1133.19,3.836,155
954,1130.56,3.836,154
955,1127.94,3.836,153
956,1121.41,3.833,152
957,1113.47,3.831,151
958,1093.97,3.815,150
959,1116.56,3.829,149
960,1115.06,3.83,148
961,1112.88,3.831,147
962,1106.69,3.828,146
963,1106.38,3.828,145
964,1104.94,3.829,144
965,1102.25,3.829,143
966,1104.38,3.829,142
967,1102.25,3.829,141
968,1104.19,3.828,140
969,1102.38,3.828,139
970,1101.5,3.828,138
971,1100.62,3.828,137
972,1099.12,3.827,136
973,1100.06,3.828,135
974,1100.81,3.828,134
975,1103.75,3.827,133
976,1104.44,3.829,132
977,1102.56,3.829,131
978,1102.44,3.83,130
979,1095.94,3.828,129
980,1093.12,3.827,128
981,1082.38,3.823,127
982,1072.38,3.811,126
983,1084.69,3.821,125
984,1083.75,3.822,124
985,1084.75,3.822,123
986,1084.31,3.823,122
987,1081.44,3.822,121
988,1079.75,3.822,120
989,1080.25,3.823,119
990,1078.56,3.823,118
991,1079.38,3.824,117
992,1079.25,3.824,116
993,1081.88,3.825,115
994,1082.56,3.825,114
995,1080.75,3.824,113
996,1076.56,3.824,112
997,1070.94,3.823,111
998,1070.06,3.823,110
999,1069.31,3.822,109
1000,1067.5,3.823,108
1001,1071.44,3.824,107
1002,1063.5,3.821,106
1003,1062.25,3.821,105
1004,1058.31,3.819,104
1005,1054.75,3.818,103
1006,1042.12,3.802,102
1007,185498.18,4.215,101
1008,1031.65,3.797,100
1009,1028.51,3.802,99
1010,1032.54,3.805,98
1011,1035.01,3.807,97
1012,1037.28,3.809,96
1013,1039.43,3.809,95
1014,1040.1,3.811,94
1015,1040.41,3.812,93
1016,1040.55,3.813,92
1017,1037.98,3.813,91
1018,1038.05,3.812,90
1019,1035.16,3.811,89
1020,1034.59,3.811,88
1021,1032.06,3.81,87
1022,1029.41,3.81,86
1023,1029.66,3.81,85
1024,1030.36,3.81,84
1025,1032.09,3.811,83
1026,1031.7,3.81,82
1027,1030.34,3.811,81
1028,1029.7,3.811,80
1029,1028.08,3.811,79
1030,1028.2,3.811,78
1031,1024.28,3.81,77
1032,1006.72,3.792,76
1033,1016.34,3.801,75
1034,1021.28,3.804,74
1035,1023.44,3.807,73
1036,1020.69,3.807,72
1037,1017.72,3.807,71
1038,1019.38,3.808,70
1039,1021.62,3.808,69
1040,1018.44,3.807,68
1041,1015.78,3.807,67
1042,1015.12,3.807,66
1043,1012.94,3.806,65
1044,1008.53,3.806,64
1045,1007.28,3.806,63
1046,1002.97,3.805,62
1047,1001.97,3.804,61
1048,1002.19,3.804,60
1049,1002.28,3.805,59
1050,1002.62,3.805,58
1051,1001.56,3.804,57
1052,999.84,3.804,56
1053,998.38,3.803,55
1054,996.94,3.803,54
1055,995.28,3.802,53
1056,989.53,3.8,52
1057,979.94,3.786,51
1058,991.03,3.795,50
1059,988.31,3.797,49
1060,990.25,3.798,48
1061,991.62,3.801,47
1062,990.38,3.8,46
1063,988.81,3.799,45
1064,989.38,3.8,44
1065,989.75,3.801,43
1066,989.56,3.801,42
1067,989.81,3.801,41
1068,988.81,3.801,40
1069,986.12,3.8,39
1070,984.56,3.801,38
1071,984.0,3.799,37
1072,981.31,3.8,36
1073,978.19,3.799,35
1074,976.25,3.798,34
1075,976.12,3.798,33
1076,976.69,3.798,32
1077,976.12,3.798,31
1078,976.69,3.799,30
1079,973.38,3.798,29
1080,968.38,3.795,28
1081,962.62,3.794,27
1082,954.25,3.78,26
1083,961.12,3.789,25
1084,961.81,3.791,24
1085,962.88,3.792,23
1086,959.69,3.791,22
1087,962.62,3.793,21
1088,963.88,3.794,20
1089,962.56,3.794,19
1090,962.81,3.794,18
1091,961.5,3.794,17
1092,963.81,3.795,16
1093,963.31,3.796,15
1094,962.81,3.796,14
1095,962.38,3.796,13
1096,961.62,3.796,12
1097,960.38,3.796,11
1098,957.75,3.795,10
1099,954.88,3.795,9
1100,953.56,3.794,8
1101,952.06,3.793,7
1102,951.88,3.793,6
1103,951.62,3.792,5
1104,948.5,3.79,4
1105,942.19,3.789,3
1106,936.19,3.786,2
1107,929.5,3.774,1
1108,655539.5,4.21,0
1,2566.08,3.667,1107
2,7326.91,4.243,1106
3,7293.63,4.245,1105
4,7288.38,4.247,1104
6,64547.56,4.288,1102
7,3349.92,3.702,1101
8,6102.62,4.051,1100
9,6103.87,4.053,1099
10,6086.82,4.051,1098
11,423039.2,4.269,1097
12,2275.2,4.043,1096
13,2273.79,4.047,1095
14,2270.11,4.047,1094
15,2267.3,4.048,1093
16,2265.12,4.049,1092
17,2262.65,4.049,1091
18,2259.91,4.049,1090
19,2257.31,4.049,1089
20,2254.62,4.049,1088
21,2252.45,4.049,1087
22,2250.34,4.049,1086
23,2245.25,4.049,1085
24,2246.45,4.05,1084
25,2245.28,4.05,1083
26,2243.02,4.05,1082
27,2241.41,4.05,1081
28,2240.0,4.049,1080
29,2238.17,4.05,1079
30,2236.52,4.05,1078
31,2235.73,4.05,1077
32,2233.47,4.05,1076
33,2232.03,4.05,1075
34,2230.84,4.05,1074
35,2228.47,4.03,1073
36,2234.94,4.046,1072
37,2235.78,4.049,1071
38,2233.66,4.05,1070
39,2230.59,4.049,1069
40,2228.0,4.049,1068
41,2225.19,4.049,1067
42,2223.62,4.049,1066
43,2221.56,4.049,1065
44,2220.12,4.049,1064
45,2218.28,4.049,1063
46,2215.88,4.049,1062
47,2214.19,4.049,1061
48,2212.53,4.048,1060
49,2211.03,4.048,1059
50,2209.88,4.048,1058
51,2208.41,4.048,1057
52,2207.22,4.049,1056
53,2205.31,4.048,1055
54,2203.88,4.048,1054
55,2201.88,4.048,1053
56,2200.44,4.048,1052
57,2199.0,4.048,1051
58,2198.19,4.048,1050
59,2193.81,4.028,1049
60,206093.41,4.272,1048
61,2194.53,4.009,1047
62,2194.49,4.012,1046
63,2191.71,4.012,1045
64,2189.12,4.013,1044
65,2186.4,4.013,1043
66,2183.71,4.013,1042
67,2180.77,4.013,1041
68,2177.86,4.013,1040
69,2175.68,4.012,1039
70,2173.66,4.012,1038
71,2172.1,4.013,1037
72,2170.2,4.013,1036
73,2168.09,4.013,1035
74,2166.53,4.013,1034
75,2164.22,4.012,1033
76,2162.53,4.012,1032
77,2161.25,4.012,1031
78,2159.77,4.012,1030
79,2158.69,4.012,1029
80,2156.77,4.012,1028
81,2155.42,4.012,1027
82,2153.51,4.012,1026
83,2152.3,4.012,1025
84,2159.09,4.022,1024
85,2155.81,4.008,1023
86,2157.31,4.011,1022
87,2155.19,4.012,1021
88,2152.44,4.012,1020
89,2150.47,4.012,1019
90,2148.97,4.012,1018
91,2146.84,4.011,1017
92,2144.81,4.012,1016
93,2142.75,4.011,1015
94,2141.28,4.011,1014
95,2139.09,4.011,1013
96,2137.5,4.01,1012
97,2136.28,4.011,1011
98,2135.22,4.011,1010
99,2133.88,4.011,1009
100,2131.72,4.01,1008
101,2130.09,4.01,1007
102,2129.06,4.01,1006
103,2127.34,4.01,1005
104,2125.94,4.01,1004
105,2124.56,4.01,1003
106,2123.19,4.01,1002
107,2117.75,4.004,1001
108,2126.06,4.019,1000
109,202763.4,4.271,999
110,2137.15,4.002,998
111,2136.61,4.005,997
112,2133.85,4.005,996
113,2131.52,4.005,995
114,2128.74,4.005,994
115,2126.11,4.006,993
116,2122.91,4.006,992
117,2119.97,4.005,991
118,2116.64,4.005,990
119,2113.47,4.005,989
120,2111.74,4.005,988
121,2109.44,4.005,987
122,2107.62,4.005,986
123,2104.86,4.005,985
124,2102.95,4.004,984
125,2101.16,4.005,983
126,2099.27,4.005,982
127,2096.92,4.004,981
128,2095.08,4.004,980
129,2093.73,4.005,979
130,2092.0,4.005,978
131,2090.69,4.005,977
132,2089.28,4.005,976
133,2094.0,4.014,975
134,2092.16,4.0,974
135,2093.72,4.004,973
136,2091.19,4.004,972
137,2089.06,4.004,971
138,2086.59,4.004,970
139,2084.28,4.004,969
140,2082.16,4.004,968
141,2080.94,4.004,967
142,2079.16,4.004,966
143,2077.59,4.003,965
144,2075.06,4.003,964
145,2073.09,4.003,963
146,2071.53,4.003,962
147,2069.91,4.003,961
148,2068.38,4.003,960
149,2067.78,4.003,959
150,2066.16,4.003,958
151,2063.91,4.003,957
152,2062.81,4.003,956
153,2061.5,4.003,955
154,2060.19,4.003,954
155,2058.06,4.002,953
156,2057.06,4.001,952
157,2060.56,4.011,951
158,2075.2,3.996,950
159,2074.4,3.998,949
160,2071.07,3.998,948
161,2067.65,3.998,947
162,2064.54,3.999,946
163,2061.09,3.999,945
164,2058.23,3.998,944
165,2055.48,3.998,943
166,2052.96,3.998,942
167,2050.2,3.998,941
168,2047.97,3.998,940
169,2045.83,3.998,939
170,2044.19,3.998,938
171,2042.28,3.998,937
172,2040.61,3.998,936
173,2039.05,3.998,935
174,2037.56,3.998,934
175,2035.55,3.997,933
176,2033.83,3.997,932
177,2031.94,3.997,931
178,2031.11,3.997,930
179,2029.67,3.997,929
180,2028.8,3.998,928
181,2031.12,4.006,927
182,2029.59,3.993,926
183,2032.97,3.997,925
184,2030.62,3.997,924
185,2028.38,3.997,923
186,2026.41,3.997,922
187,2024.16,3.997,921
188,2022.09,3.996,920
189,2020.03,3.996,919
190,2018.28,3.996,918
191,2016.78,3.996,917
192,2014.97,3.996,916
193,2013.44,3.996,915
194,2011.44,3.995,914
195,2009.38,3.996,913
196,2007.97,3.996,912
197,2005.97,3.995,911
198,2005.22,3.995,910
199,2004.75,3.995,909
200,2003.03,3.995,908
201,2001.25,3.995,907
202,2000.0,3.995,906
203,1998.56,3.994,905
204,1997.62,3.994,904
205,1997.5,4.002,903
206,199640.51,4.269,902
207,2019.74,3.986,901
208,2021.98,3.99,900
209,2019.62,3.99,899
210,2015.97,3.99,898
211,2012.89,3.991,897
212,2010.4,3.991,896
213,2006.88,3.991,895
214,2004.16,3.99,894
215,2001.02,3.99,893
216,1998.02,3.991,892
217,1995.39,3.991,891
218,1992.41,3.991,890
219,1990.39,3.99,889
220,1988.42,3.99,888
221,1986.56,3.991,887
222,1984.58,3.991,886
223,1982.59,3.99,885
224,1980.0,3.99,884
225,1978.42,3.99,883
226,1976.5,3.99,882
227,1975.45,3.99,881
228,1973.7,3.99,880
229,1972.17,3.99,879
230,1971.28,3.997,878
231,1971.19,3.984,877
232,1975.47,3.989,876
233,1973.47,3.989,875
234,1971.12,3.989,874
235,1968.44,3.989,873
236,1965.88,3.988,872
237,1963.22,3.988,871
238,1961.22,3.988,870
239,1959.41,3.988,869
240,1957.88,3.988,868
241,1956.06,3.988,867
242,1953.59,3.988,866
243,1952.22,3.988,865
244,1950.16,3.988,864
245,1948.06,3.988,863
246,1946.41,3.988,862
247,1944.69,3.987,861
248,1943.94,3.987,860
249,1942.84,3.987,859
250,1941.59,3.987,858
251,1939.62,3.987,857
252,1937.62,3.986,856
253,1935.81,3.986,855
254,1933.31,3.993,854
255,1937.28,3.98,853
256,1936.61,3.981,852
257,1937.92,3.984,851
258,1935.52,3.984,850
259,1933.12,3.984,849
260,1931.49,3.984,848
261,1929.38,3.984,847
262,1927.55,3.984,846
263,1924.29,3.983,845
264,1922.21,3.983,844
265,1921.22,3.983,843
266,1918.53,3.983,842
267,1916.84,3.983,841
268,1915.52,3.983,840
269,1914.08,3.982,839
270,1912.34,3.982,838
271,1910.89,3.982,837
272,1909.19,3.982,836
273,1907.58,3.981,835
274,1906.17,3.981,834
275,1904.76,3.981,833
276,1903.39,3.981,832
277,1901.98,3.981,831
278,1899.88,3.988,830
279,1902.09,3.977,829
280,1903.28,3.979,828
281,1902.12,3.98,827
282,1902.0,3.981,826
283,1900.69,3.981,825
284,1897.41,3.981,824
