电池ID,测试序号,唯一ID,文件名,Capacity,Temperature
B0029,57,1410,01410.csv,1.693698739563104,43
B0029,61,1414,01414.csv,1.713072721286705,43
B0029,63,1416,01416.csv,1.6976972688567131,43
B0029,65,1418,01418.csv,1.6899314034061208,43
B0029,67,1420,01420.csv,1.685023551367069,43
B0029,69,1422,01422.csv,1.678389965463405,43
B0029,73,1426,01426.csv,1.6737947494868326,43
B0029,75,1428,01428.csv,1.6687898927884715,43
B0029,77,1430,01430.csv,1.6492566306631427,43
B0029,79,1432,01432.csv,1.6409676757039668,43
B0029,81,1434,01434.csv,1.6456360229757092,43
B0029,85,1438,01438.csv,1.654547743574037,43
B0029,87,1440,01440.csv,1.6461201520877546,43
B0029,89,1442,01442.csv,1.6275119188151763,43
B0029,91,1444,01444.csv,1.6200530533464497,43
B0029,93,1446,01446.csv,1.612079811711934,43
B0028,3,1453,01453.csv,1.8046847720100736,24
B0028,5,1455,01455.csv,1.8047833214525881,24
B0028,7,1457,01457.csv,1.797618668222458,24
B0028,9,1459,01459.csv,1.7929913687761174,24
B0028,11,1461,01461.csv,1.7919180081592216,24
B0028,15,1465,01465.csv,1.775026135903797,24
B0028,19,1469,01469.csv,1.7920487852223415,24
B0028,22,1472,01472.csv,1.790475801581265,24
B0028,24,1474,01474.csv,1.7868365091987264,24
B0028,26,1476,01476.csv,1.7871529619962185,24
B0028,30,1480,01480.csv,1.7816340617009505,24
B0028,34,1484,01484.csv,1.7850235136604733,24
B0028,36,1486,01486.csv,1.7803865429693038,24
B0028,38,1488,01488.csv,1.7789060856417256,24
B0028,40,1490,01490.csv,1.7738387518973049,24
B0028,42,1492,01492.csv,1.769682881523146,24
B0028,46,1496,01496.csv,1.7408787283206992,24
B0028,50,1500,01500.csv,1.7648189744011906,24
B0028,52,1502,01502.csv,1.7617857390844023,24
B0028,54,1504,01504.csv,1.75770610357021,24
B0028,56,1506,01506.csv,1.7519375960601256,24
B0028,58,1508,01508.csv,1.7521244035832177,24
B0028,65,1515,01515.csv,1.7597714133989641,24
B0028,67,1517,01517.csv,1.7483011320324189,24
B0028,69,1519,01519.csv,1.7411482627836237,24
B0028,71,1521,01521.csv,1.7363833316311177,24
B0028,73,1523,01523.csv,1.736559066269527,24
B0028,77,1527,01527.csv,1.7172335652295245,24
B0042,2,1532,01532.csv,1.7287126633755356,22
B0042,4,1534,01534.csv,1.7314706281853145,22
B0042,6,1536,01536.csv,1.7282350363146088,22
B0042,8,1538,01538.csv,1.720344742291621,22
B0042,10,1540,01540.csv,1.7221734367707637,22
B0042,14,1544,01544.csv,0,22
B0042,16,1546,01546.csv,1.708669577331945,22
B0042,18,1548,01548.csv,1.7036476485918646,22
B0042,20,1550,01550.csv,1.6958375743577971,22
B0042,22,1552,01552.csv,1.6949064846676911,22
B0042,26,1556,01556.csv,1.6874768094352455,22
B0042,28,1558,01558.csv,1.685989172917945,22
B0042,30,1560,01560.csv,1.6782864747774933,22
B0042,32,1562,01562.csv,1.6739647640901527,22
B0042,34,1564,01564.csv,1.6722378801237066,22
B0042,38,1568,01568.csv,1.6759897900491967,22
B0042,40,1570,01570.csv,1.6618247672847988,22
B0042,42,1572,01572.csv,1.6606710352566112,22
B0042,44,1574,01574.csv,1.6530644874507203,22
B0042,46,1576,01576.csv,1.649953986270456,22
B0042,50,1580,01580.csv,1.681297805444492,22
B0042,54,1584,01584.csv,1.6700520424481298,22
B0042,56,1586,01586.csv,1.667181860354792,22
B0042,58,1588,01588.csv,1.6568865613275168,22
B0042,60,1590,01590.csv,1.6449819446579936,22
B0042,62,1592,01592.csv,1.639214585000014,22
B0042,66,1596,01596.csv,1.6410599890208055,22
B0042,68,1598,01598.csv,1.6432696512198481,22
B0042,70,1600,01600.csv,1.6298673102402295,22
B0042,72,1602,01602.csv,1.6238536344658807,22
B0042,74,1604,01604.csv,1.6186308887044174,22
B0042,78,1608,01608.csv,1.6193418112441196,22
B0042,80,1610,01610.csv,1.614593271326993,22
B0042,82,1612,01612.csv,1.6072040891927848,22
B0042,84,1614,01614.csv,1.6012663590062357,22
B0042,86,1616,01616.csv,1.5940407410631041,22
B0042,90,1620,01620.csv,1.5946888289374477,22
B0042,92,1622,01622.csv,1.5882100957302596,22
B0042,94,1624,01624.csv,1.587985558077698,22
B0042,96,1626,01626.csv,1.5799165406650344,22
B0042,98,1628,01628.csv,1.5655946193652834,22
B0042,102,1632,01632.csv,0.07070127737340176,4
B0042,106,1636,01636.csv,0.08416878530139071,4
B0042,108,1638,01638.csv,0.08443785621465827,4
B0042,110,1640,01640.csv,0.08478919060590338,4
B0042,112,1642,01642.csv,0.09334258183442584,4
B0042,115,1645,01645.csv,0.10603180131397782,4
B0042,117,1647,01647.csv,0.106505866207118,4
B0042,119,1649,01649.csv,0.09439111585512952,4
B0042,121,1651,01651.csv,0.09450595927387112,4
B0042,123,1653,01653.csv,0.08211456108215626,4
B0042,127,1657,01657.csv,0.09518470631946747,4
B0042,129,1659,01659.csv,0.09539129998659052,4
B0042,131,1661,01661.csv,0.08289664565854568,4
B0042,133,1663,01663.csv,0.08343199036452603,4
B0042,135,1665,01665.csv,0.09624772156495698,4
B0042,139,1669,01669.csv,0.0871279249656989,4
B0042,141,1671,01671.csv,0.09681912182757578,4
B0042,143,1673,01673.csv,0.08440054891345107,4
B0042,145,1675,01675.csv,0.09770121716674529,4
B0042,147,1677,01677.csv,0.08517426476572666,4
B0042,151,1681,01681.csv,0.08471993544879124,4
B0042,153,1683,01683.csv,0.08548836969893649,4
B0042,155,1685,01685.csv,0.08577749933433501,4
B0042,157,1687,01687.csv,0.08595553255245832,4
B0042,159,1689,01689.csv,0.08614796979658328,4
B0042,163,1693,01693.csv,0.08652450808993331,4
B0042,167,1697,01697.csv,0.08676036428685732,4
B0042,169,1699,01699.csv,0.08662025389371077,4
B0042,171,1701,01701.csv,0.0869802394927499,4
B0042,173,1703,01703.csv,0.07387787113473963,4
B0042,175,1705,01705.csv,0.08775865702231889,4
B0042,179,1709,01709.csv,0.08790576300272998,4
B0042,181,1711,01711.csv,0.08808784882200178,4
B0042,183,1713,01713.csv,0.08834250268158712,4
B0042,185,1715,01715.csv,0.07463055332745072,4
B0042,187,1717,01717.csv,0.07485698665122698,4
B0042,191,1721,01721.csv,0.07527573643141765,4
B0042,193,1723,01723.csv,0.07532351860488727,4
B0042,195,1725,01725.csv,0.07553765302367196,4
B0042,197,1727,01727.csv,0.07584285606128259,4
B0042,199,1729,01729.csv,0.0759921803489148,4
B0042,203,1733,01733.csv,0.07621652609591999,4
B0042,205,1735,01735.csv,0.06216923141552526,4
B0042,207,1737,01737.csv,0.0759822277461493,4
B0042,209,1739,01739.csv,0.06227013548943564,4
B0042,211,1741,01741.csv,0.06259446608798445,4
B0042,215,1745,01745.csv,1.4377344766079456,4
B0042,219,1749,01749.csv,1.5246019289244055,4
B0042,221,1751,01751.csv,1.5215273965539478,4
B0042,223,1753,01753.csv,1.5155323631175952,4
B0042,225,1755,01755.csv,1.5044249661534554,4
B0042,227,1757,01757.csv,1.5001507149498807,4
B0042,231,1761,01761.csv,1.489011227320312,4
B0042,233,1763,01763.csv,1.4810149357562845,4
B0042,235,1765,01765.csv,1.476262027748574,4
B0042,237,1767,01767.csv,1.4662551025438961,4
B0042,239,1769,01769.csv,1.4593282593817019,4
B0042,243,1773,01773.csv,1.445704157754381,4
B0042,245,1775,01775.csv,1.4400686089389023,4
B0042,247,1777,01777.csv,1.4290313659547842,4
B0042,249,1779,01779.csv,1.414172188151386,4
B0042,251,1781,01781.csv,1.415603079129078,4
B0042,255,1785,01785.csv,1.3994410223300702,4
B0042,257,1787,01787.csv,1.3959635285794907,4
B0042,259,1789,01789.csv,1.3929784652630588,4
B0042,261,1791,01791.csv,1.3740772023800918,4
B0042,263,1793,01793.csv,1.3752493030002435,4
B0042,267,1797,01797.csv,1.3671966130854505,4
B0042,269,1799,01799.csv,1.356887600783644,4
B0042,271,1801,01801.csv,1.3449320225969348,4
B0042,273,1803,01803.csv,1.3374691704584258,4
B0034,0,1805,01805.csv,0.7459302957645664,24
B0034,4,1809,01809.csv,1.6623217152845853,24
B0034,6,1811,01811.csv,1.645087369694532,24
B0034,8,1813,01813.csv,1.620729289277574,24
B0034,10,1815,01815.csv,1.5967402025126005,24
B0034,12,1817,01817.csv,1.4856500618812698,24
B0034,16,1821,01821.csv,1.4866702197497013,24
B0034,18,1823,01823.csv,1.4701330958405268,24
B0034,20,1825,01825.csv,1.4565041801019636,24
B0034,22,1827,01827.csv,1.4418961035576472,24
B0034,24,1829,01829.csv,1.4370949588970292,24
B0034,28,1833,01833.csv,1.4458703624967404,24
B0034,30,1835,01835.csv,1.4321040545618373,24
B0034,32,1837,01837.csv,1.426720633302465,24
B0034,34,1839,01839.csv,1.4230846885129826,24
B0034,36,1841,01841.csv,1.4409479522418907,24
B0034,40,1845,01845.csv,1.486901544051865,24
B0034,42,1847,01847.csv,1.5245313226850703,24
B0034,44,1849,01849.csv,1.4629049605190707,24
B0034,46,1851,01851.csv,1.4230794508549893,24
B0034,48,1853,01853.csv,1.4051040863603435,24
B0034,52,1857,01857.csv,1.6329463925070862,24
B0034,56,1861,01861.csv,1.5687138208259117,24
B0034,58,1863,01863.csv,1.5149520966053402,24
B0034,60,1865,01865.csv,1.4855182940634626,24
B0034,62,1867,01867.csv,1.480771929049074,24
B0034,64,1869,01869.csv,1.484026357317059,24
B0034,68,1873,01873.csv,1.4922153055506522,24
B0034,70,1875,01875.csv,1.473312924099279,24
B0034,72,1877,01877.csv,1.441593178980006,24
B0034,74,1879,01879.csv,1.4225873198015788,24
B0034,76,1881,01881.csv,1.4266489379486664,24
B0034,80,1885,01885.csv,1.4596775560238577,24
B0034,82,1887,01887.csv,1.4396159938545154,24
B0034,84,1889,01889.csv,1.4195512657848512,24
B0034,86,1891,01891.csv,1.4118101714470452,24
B0034,88,1893,01893.csv,1.4044196701845313,24
B0034,92,1897,01897.csv,1.4735059098606866,24
B0034,94,1899,01899.csv,1.492658600645149,24
B0034,96,1901,01901.csv,1.4820260149945934,24
B0034,98,1903,01903.csv,1.423575357658995,24
B0034,100,1905,01905.csv,1.4038252197245347,24
B0034,104,1909,01909.csv,1.5363173478836125,24
B0034,108,1913,01913.csv,1.5440367168176732,24
B0034,110,1915,01915.csv,1.507892155360249,24
B0034,112,1917,01917.csv,1.8203060058691092,24
B0034,116,1921,01921.csv,1.5936575758226643,24
B0034,118,1923,01923.csv,1.533070464968097,24
B0034,120,1925,01925.csv,1.4862143093107285,24
B0034,122,1927,01927.csv,1.5029318848267783,24
B0034,124,1929,01929.csv,1.5202185406928062,24
B0034,128,1933,01933.csv,1.5118194735004464,24
B0034,130,1935,01935.csv,1.464601301820905,24
B0034,132,1937,01937.csv,1.4546140961511749,24
B0034,134,1939,01939.csv,1.4333400490204142,24
B0034,136,1941,01941.csv,1.4493262346396159,24
B0034,140,1945,01945.csv,1.495199821798908,24
B0034,142,1947,01947.csv,1.4720590241846008,24
B0034,144,1949,01949.csv,1.4097383014648728,24
B0034,146,1951,01951.csv,1.3861944181384176,24
B0034,148,1953,01953.csv,1.3624125407550536,24
B0034,152,1957,01957.csv,1.4471377445077278,24
B0034,154,1959,01959.csv,1.4554483390450048,24
B0034,156,1961,01961.csv,1.4423952167302958,24
B0034,158,1963,01963.csv,1.377541945989605,24
B0034,160,1965,01965.csv,1.3539935892900532,24
B0034,164,1969,01969.csv,1.5509038861664448,24
B0034,168,1973,01973.csv,1.5562932697752867,24
B0034,170,1975,01975.csv,1.5067526605064707,24
B0034,172,1977,01977.csv,1.444138733302766,24
B0034,174,1979,01979.csv,1.4144103811292437,24
B0034,176,1981,01981.csv,1.3897574212362729,24
B0034,180,1985,01985.csv,1.449968311475299,24
B0034,182,1987,01987.csv,1.4678653068012166,24
B0034,184,1989,01989.csv,1.4290644310445066,24
B0034,186,1991,01991.csv,1.376744834668327,24
B0034,188,1993,01993.csv,1.3515813262521057,24
B0034,192,1997,01997.csv,1.353993472828928,24
B0034,194,1999,01999.csv,1.3577165116893766,24
B0034,196,2001,02001.csv,1.334169315351027,24
B0034,198,2003,02003.csv,1.3372147888783987,24
B0034,200,2005,02005.csv,1.339045224276927,24
B0034,204,2009,02009.csv,1.3439244604756322,24
B0034,206,2011,02011.csv,1.3454786192090245,24
B0034,208,2013,02013.csv,1.3482263029682544,24
B0034,210,2015,02015.csv,1.3373192299576058,24
B0034,212,2017,02017.csv,1.3402523341553034,24
B0034,216,2021,02021.csv,1.3290965682379121,24
B0034,218,2023,02023.csv,1.3323485655766352,24
B0034,220,2025,02025.csv,1.3501541310555516,24
B0034,222,2027,02027.csv,1.381523441054128,24
B0034,224,2029,02029.csv,1.3835971952817807,24
B0034,228,2033,02033.csv,1.3301161862080901,24
B0034,230,2035,02035.csv,1.3176982121703233,24
B0034,232,2037,02037.csv,1.3063657719651272,24
B0034,234,2039,02039.csv,1.3381567383793782,24
B0034,236,2041,02041.csv,1.3563258092165067,24
B0034,240,2045,02045.csv,1.3648997529550058,24
B0034,242,2047,02047.csv,1.3337639975535058,24
B0034,244,2049,02049.csv,1.3060123668658763,24
B0034,246,2051,02051.csv,1.3101868361375808,24
B0034,248,2053,02053.csv,1.3567668941696103,24
B0034,252,2057,02057.csv,1.3916857433587717,24
B0034,254,2059,02059.csv,1.3629935079344777,24
B0034,256,2061,02061.csv,1.3211711973900628,24
B0034,258,2063,02063.csv,1.3074869015593356,24
B0034,260,2065,02065.csv,1.3105881895483489,24
B0034,264,2069,02069.csv,1.376312668196664,24
B0034,266,2071,02071.csv,1.391764929132287,24
B0034,268,2073,02073.csv,1.3649746353453525,24
B0034,270,2075,02075.csv,1.3219093937291897,24
B0034,272,2077,02077.csv,1.3090033888073913,24
B0034,276,2081,02081.csv,1.3327005721973733,24
B0034,278,2083,02083.csv,1.7423975189669398,24
B0034,282,2087,02087.csv,1.37734756281946,24
B0034,284,2089,02089.csv,1.34875988767775,24
B0034,286,2091,02091.csv,1.3501504559881146,24
B0034,288,2093,02093.csv,1.3387814875085953,24
B0034,290,2095,02095.csv,1.3253371210402685,24
B0034,294,2099,02099.csv,1.3308160596334049,24
B0034,296,2101,02101.csv,1.333083376618503,24
B0034,298,2103,02103.csv,1.3333226534895923,24
B0034,300,2105,02105.csv,1.3264281097516475,24
B0034,302,2107,02107.csv,1.323971040986857,24
B0034,306,2111,02111.csv,1.3249364225071156,24
B0034,308,2113,02113.csv,1.3283067675570923,24
B0034,310,2115,02115.csv,1.314584348909226,24
B0034,312,2117,02117.csv,1.3166841798543303,24
B0034,314,2119,02119.csv,1.3041727649654073,24
B0034,318,2123,02123.csv,1.3534450073572306,24
B0034,320,2125,02125.csv,1.371294082513786,24
B0034,322,2127,02127.csv,1.357699321922511,24
B0034,324,2129,02129.csv,1.3286903090919502,24
B0034,326,2131,02131.csv,1.3143943268181724,24
B0034,330,2135,02135.csv,1.3866783030110723,24
B0034,334,2139,02139.csv,1.3868330458429208,24
B0034,336,2141,02141.csv,1.3548037379291014,24
B0034,338,2143,02143.csv,1.3255787669951669,24
B0034,340,2145,02145.csv,1.3119728676377553,24
B0034,342,2147,02147.csv,1.3064487948795198,24
B0034,346,2151,02151.csv,1.3418431880549024,24
B0034,348,2153,02153.csv,1.3609210170759327,24
B0034,350,2155,02155.csv,1.3299603677394973,24
B0034,352,2157,02157.csv,1.299069387625936,24
B0034,354,2159,02159.csv,1.2984544371955695,24
B0034,358,2163,02163.csv,1.3176486091610087,24
B0034,360,2165,02165.csv,1.3360648564106594,24
B0034,362,2167,02167.csv,1.3635797361860138,24
B0034,364,2169,02169.csv,1.3333112541544827,24
B0034,366,2171,02171.csv,1.3023273463118925,24
B0034,370,2175,02175.csv,1.2888728444455875,24
B0034,372,2177,02177.csv,1.2902746194203034,24
B0034,374,2179,02179.csv,1.292407565676824,24
B0034,376,2181,02181.csv,1.2954091505102339,24
B0034,378,2183,02183.csv,1.283229881592695,24
B0034,382,2187,02187.csv,1.4557454024367817,24
B0034,386,2191,02191.csv,1.454676342673242,24
B0034,388,2193,02193.csv,1.423427718198495,24
B0034,390,2195,02195.csv,1.392551210363313,24
B0034,392,2197,02197.csv,1.3765732493746907,24
B0034,394,2199,02199.csv,1.3810190828982352,24
B0034,398,2203,02203.csv,1.4007568321672863,24
B0034,400,2205,02205.csv,1.374645303479972,24
B0034,402,2207,02207.csv,1.3345924114397838,24
B0034,404,2209,02209.csv,1.336396621564738,24
B0034,406,2211,02211.csv,1.3069152971756248,24
B0034,410,2215,02215.csv,1.341539456674081,24
B0034,412,2217,02217.csv,1.346388970161922,24
B0034,414,2219,02219.csv,1.344989807277774,24
B0034,416,2221,02221.csv,1.3158760805047784,24
B0034,418,2223,02223.csv,1.2972766889740088,24
B0034,422,2227,02227.csv,1.2851255211005648,24
B0034,424,2229,02229.csv,1.3190209156530253,24
B0034,426,2231,02231.csv,1.3410097849290994,24
B0034,428,2233,02233.csv,1.326126983882746,24
B0034,430,2235,02235.csv,1.3091442679990724,24
B0034,434,2239,02239.csv,1.363001289617145,24
B0034,438,2243,02243.csv,1.329285701687194,24
B0034,440,2245,02245.csv,1.2969085930621855,24
B0034,442,2247,02247.csv,1.2986285924941396,24
B0034,444,2249,02249.csv,1.2840657611821942,24
B0034,446,2251,02251.csv,1.3021015914136362,24
B0034,450,2255,02255.csv,1.3089076351731335,24
B0034,452,2257,02257.csv,1.2722519696513912,24
B0034,454,2259,02259.csv,1.276011534360331,24
B0034,456,2261,02261.csv,1.2605053003103004,24
B0034,458,2263,02263.csv,1.2660681251347115,24
B0034,462,2267,02267.csv,1.265829016865281,24
B0034,464,2269,02269.csv,1.2655873898206993,24
B0034,466,2271,02271.csv,1.2663598323027554,24
B0034,468,2273,02273.csv,1.2868479432728903,24
B0034,470,2275,02275.csv,1.270026164613209,24
B0034,474,2279,02279.csv,1.34598253292492,24
B0034,476,2281,02281.csv,1.3286875315413778,24
B0034,478,2283,02283.csv,1.31203071983408,24
B0034,480,2285,02285.csv,1.295125492961198,24
B0034,482,2287,02287.csv,1.2802601605963335,24
B0038,0,2291,02291.csv,0.8980573709676724,24
B0038,4,2295,02295.csv,1.1026236331914077,24
B0038,6,2297,02297.csv,1.0885801879473431,24
B0038,8,2299,02299.csv,1.0613249847591086,24
B0038,10,2301,02301.csv,1.0347062057983545,24
B0038,12,2303,02303.csv,1.0269978594353013,24
B0038,16,2307,02307.csv,1.0785019710989419,24
B0038,20,2311,02311.csv,1.0638897478802845,24
B0038,22,2313,02313.csv,1.0366551223324423,24
B0038,24,2315,02315.csv,1.030941327482094,24
B0038,26,2317,02317.csv,1.0140084541034655,24
B0038,28,2319,02319.csv,1.008516095994519,24
B0038,32,2323,02323.csv,1.7419245088095903,44
B0038,36,2327,02327.csv,1.779741859708433,44
B0038,38,2329,02329.csv,1.7815666306452766,44
B0038,40,2331,02331.csv,1.7834859577156017,44
B0038,42,2333,02333.csv,1.7864411650415675,44
B0038,44,2335,02335.csv,1.7859997608067948,44
B0038,48,2339,02339.csv,1.7769523773001608,44
B0038,52,2343,02343.csv,1.781428917321899,44
B0038,54,2345,02345.csv,1.7859452772697197,44
B0038,56,2347,02347.csv,1.785208429691551,44
B0038,58,2349,02349.csv,1.783596609584544,44
B0038,60,2351,02351.csv,1.7796783152744713,44
B0038,64,2355,02355.csv,1.7841102592788645,44
B0038,66,2357,02357.csv,1.7833032331592193,44
B0038,68,2359,02359.csv,1.7796186141356956,44
B0038,70,2361,02361.csv,1.7816592334352586,44
B0038,72,2363,02363.csv,1.7775911304124035,44
B0038,76,2367,02367.csv,1.777701881971679,44
B0038,78,2369,02369.csv,1.7789547618270618,44
B0038,80,2371,02371.csv,1.7807753731135043,44
B0038,82,2373,02373.csv,1.778415319026661,44
B0038,84,2375,02375.csv,1.7789773899108463,44
B0038,88,2379,02379.csv,1.7792479347236045,44
B0038,90,2381,02381.csv,1.7779204573685081,44
B0038,92,2383,02383.csv,1.779227040224144,44
B0038,94,2385,02385.csv,1.7760634320079352,44
B0038,96,2387,02387.csv,1.775103937963957,44
B0038,100,2391,02391.csv,1.733064100138742,44
B0038,104,2395,02395.csv,1.7394892806215223,44
B0038,106,2397,02397.csv,1.7378064360392924,44
B0038,108,2399,02399.csv,1.730028145799833,44
B0038,110,2401,02401.csv,1.7290404566542985,44
B0038,112,2403,02403.csv,1.7286072907068815,44
B0038,116,2407,02407.csv,1.52573884649634,44
B0038,120,2411,02411.csv,1.5301475534434217,44
B0033,0,2413,02413.csv,0.06842572240601812,24
B0033,4,2417,02417.csv,0.6895699007862814,24
B0033,6,2419,02419.csv,1.1610848192311252,24
B0033,8,2421,02421.csv,1.2529393053824995,24
B0033,10,2423,02423.csv,1.302918002447558,24
B0033,12,2425,02425.csv,1.3218773211472525,24
B0033,16,2429,02429.csv,1.2884694418301417,24
B0033,18,2431,02431.csv,1.713169326386719,24
B0033,20,2433,02433.csv,1.6560966776720512,24
B0033,22,2435,02435.csv,1.6197297341990775,24
B0033,24,2437,02437.csv,1.604655812282729,24
B0033,28,2441,02441.csv,1.6255699769029337,24
B0033,30,2443,02443.csv,1.5900967306245992,24
B0033,32,2445,02445.csv,1.5739402299623984,24
B0033,34,2447,02447.csv,1.5711303351557309,24
B0033,36,2449,02449.csv,1.5897706153457416,24
B0033,40,2453,02453.csv,1.6257378771074,24
B0033,42,2455,02455.csv,1.6523506333962537,24
B0033,44,2457,02457.csv,1.6143816761595386,24
B0033,46,2459,02459.csv,1.58697453394504,24
B0033,48,2461,02461.csv,1.5818355572787333,24
B0033,52,2465,02465.csv,1.6919769406371152,24
B0033,56,2469,02469.csv,1.6879483800354476,24
B0033,58,2471,02471.csv,1.6586223007531458,24
B0033,60,2473,02473.csv,1.6420179032789863,24
B0033,62,2475,02475.csv,1.6381810791118743,24
B0033,64,2477,02477.csv,1.6422892507912386,24
B0033,68,2481,02481.csv,1.651270876264092,24
B0033,70,2483,02483.csv,1.6326559297917211,24
B0033,72,2485,02485.csv,1.6260888111680731,24
B0033,74,2487,02487.csv,1.6079292963823688,24
B0033,76,2489,02489.csv,1.6125361114907395,24
B0033,80,2493,02493.csv,1.6218384168987892,24
B0033,82,2495,02495.csv,1.6145443029101134,24
B0033,84,2497,02497.csv,1.5953958917107596,24
B0033,86,2499,02499.csv,1.5877243027113057,24
B0033,88,2501,02501.csv,1.5811840578305605,24
B0033,92,2505,02505.csv,1.6128422608267754,24
B0033,94,2507,02507.csv,1.61998606328022,24
B0033,96,2509,02509.csv,1.6099381853611876,24
B0033,98,2511,02511.csv,1.5770977539565159,24
B0033,100,2513,02513.csv,1.5708599066554392,24
B0033,104,2517,02517.csv,1.6261581345348248,24
B0033,108,2521,02521.csv,1.6348129972245726,24
B0033,110,2523,02523.csv,1.6117053637342613,24
B0033,112,2525,02525.csv,1.8851401699720662,24
B0033,116,2529,02529.csv,1.6584957887780232,24
B0033,118,2531,02531.csv,1.62418934644937,24
B0033,120,2533,02533.csv,1.6041720988563641,24
B0033,122,2535,02535.csv,1.6080016740907346,24
B0033,124,2537,02537.csv,1.6256752138435595,24
B0033,128,2541,02541.csv,1.617632765910718,24
B0033,130,2543,02543.csv,1.5973191489094263,24
B0033,132,2545,02545.csv,1.5875852250170606,24
B0033,134,2547,02547.csv,1.5802530015403684,24
B0033,136,2549,02549.csv,1.583036530487776,24
B0033,140,2553,02553.csv,1.6027138832797037,24
B0033,142,2555,02555.csv,1.5930709154513834,24
B0033,144,2557,02557.csv,1.5448888685020246,24
B0033,146,2559,02559.csv,1.5352188565640517,24
B0033,148,2561,02561.csv,1.5252677314227332,24
B0033,152,2565,02565.csv,1.5559492005453626,24
B0033,154,2567,02567.csv,1.5648029438427147,24
B0033,156,2569,02569.csv,1.5518620461881205,24
B0033,158,2571,02571.csv,1.5144550545105004,24
B0033,160,2573,02573.csv,1.5051936202146428,24
B0033,164,2577,02577.csv,1.605823969917045,24
B0033,168,2581,02581.csv,1.6249005195877049,24
B0033,170,2583,02583.csv,1.589785130036615,24
B0033,172,2585,02585.csv,1.5552386152299904,24
B0033,174,2587,02587.csv,1.539756404636803,24
B0033,176,2589,02589.csv,1.5293174002138357,24
B0033,180,2593,02593.csv,1.547680553576876,24
B0033,182,2595,02595.csv,1.5659920939439786,24
B0033,184,2597,02597.csv,1.5416252851780505,24
B0033,186,2599,02599.csv,1.517590655990168,24
B0033,188,2601,02601.csv,1.5075202042593092,24
B0033,192,2605,02605.csv,1.49549282626034,24
B0033,194,2607,02607.csv,1.4997618811573148,24
B0033,196,2609,02609.csv,1.4906966807803954,24
B0033,198,2611,02611.csv,1.4800999425051866,24
B0033,200,2613,02613.csv,1.4676091496100632,24
B0033,204,2617,02617.csv,1.4729818491920503,24
B0033,206,2619,02619.csv,1.4742872137206404,24
B0033,208,2621,02621.csv,1.4635162808346138,24
B0033,210,2623,02623.csv,1.4527095680488362,24
B0033,212,2625,02625.csv,1.4557303847230247,24
B0033,216,2629,02629.csv,1.459740099618568,24
B0033,218,2631,02631.csv,1.448711504158192,24
B0033,220,2633,02633.csv,1.4666759762884336,24
B0033,222,2635,02635.csv,1.4689502109504418,24
B0033,224,2637,02637.csv,1.471116588522042,24
B0033,228,2641,02641.csv,1.4473012364654927,24
B0033,230,2643,02643.csv,1.4205315547561643,24
B0033,232,2645,02645.csv,1.4241466094817417,24
B0033,234,2647,02647.csv,1.4412820083364295,24
B0033,236,2649,02649.csv,1.4448965388921615,24
B0033,240,2653,02653.csv,1.4540256354795746,24
B0033,242,2655,02655.csv,1.4226030447542912,24
B0033,244,2657,02657.csv,1.410196954589097,24
B0033,246,2659,02659.csv,1.4144881298999457,24
B0033,248,2661,02661.csv,1.431360032946153,24
B0033,252,2665,02665.csv,1.4515133236517528,24
B0033,254,2667,02667.csv,1.4230376757726733,24
B0033,256,2669,02669.csv,1.396298696255913,24
B0033,258,2671,02671.csv,1.3979060730399124,24
B0033,260,2673,02673.csv,1.4011347560096767,24
B0033,264,2677,02677.csv,1.436782528945267,24
B0033,266,2679,02679.csv,1.4370006879546382,24
B0033,268,2681,02681.csv,1.410355528453481,24
B0033,270,2683,02683.csv,1.382633397996189,24
B0033,272,2685,02685.csv,1.3699403583067564,24
B0033,276,2689,02689.csv,1.3786129327882322,24
B0033,278,2691,02691.csv,1.8035959863147193,24
B0033,282,2695,02695.csv,1.4234424290662009,24
B0033,284,2697,02697.csv,1.3946003892958663,24
B0033,286,2699,02699.csv,1.3961613987822286,24
B0033,288,2701,02701.csv,1.384968608315797,24
B0033,290,2703,02703.csv,1.3715114742475478,24
B0033,294,2707,02707.csv,1.3616865084879255,24
B0033,296,2709,02709.csv,1.3796301360966086,24
B0033,298,2711,02711.csv,1.364231776003204,24
B0033,300,2713,02713.csv,1.3418414512081456,24
B0033,302,2715,02715.csv,1.3552215695792247,24
B0033,306,2719,02719.csv,1.3403860264029774,24
B0033,308,2721,02721.csv,1.3594078914195438,24
B0033,310,2723,02723.csv,1.3457100861355502,24
B0033,312,2725,02725.csv,1.3477611420854358,24
B0033,314,2727,02727.csv,1.335482103134067,24
B0033,318,2731,02731.csv,1.353154941842234,24
B0033,320,2733,02733.csv,1.3709677706044292,24
B0033,322,2735,02735.csv,1.357426672491866,24
B0033,324,2737,02737.csv,1.3443678821106904,24
B0033,326,2739,02739.csv,1.33005823859453,24
B0033,330,2743,02743.csv,1.4033641858066626,24
B0033,334,2747,02747.csv,1.3865570950229378,24
B0033,336,2749,02749.csv,1.3704138176872631,24
B0033,338,2751,02751.csv,1.325319393635713,24
B0033,340,2753,02753.csv,0.8439684993200656,24
B0033,342,2755,02755.csv,0.29866180371583506,24
B0033,346,2759,02759.csv,0.2344867974702557,24
B0033,348,2761,02761.csv,0.20256330380725823,24
